,filename,precision,recall,f1,cosine_sim,levenshtein_distance,labels,inv_levenshtein,overall,language
0,CARMEN-I_CC_1.txt,0.7894736842105263,0.9375,0.8571428571428572,0.9891975905746926,0,"[['PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'OTROS_SUJETO_ASISTENCIA'], ['PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'HOSPITAL', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'INSTITUCION', 'INSTITUCION']]",1.0,4.5733141319280755,es
1,CARMEN-I_CC_3.txt,1.0,0.6666666666666666,0.8,0.998124607067295,19,"[['FECHAS', 'FECHAS', 'FECHAS'], ['FECHAS', 'FECHAS']]",0.05263157894736842,3.5174228526813303,es
2,CARMEN-I_IA_ANTECEDENTES_10.txt,1.0,1.0,1.0,0.9999999999999992,2,"[['FECHAS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'FAMILIARES_SUJETO_ASISTENCIA'], ['FECHAS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'FAMILIARES_SUJETO_ASISTENCIA']]",0.5,4.499999999999999,es
3,CARMEN-I_IA_ANTECEDENTES_103.txt,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9564875203260979,0,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'PROFESION', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'INSTITUCION', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS']]",1.0,4.09934466318324,es
4,CARMEN-I_IA_ANTECEDENTES_104.txt,1.0,0.9,0.9473684210526316,0.9979052133150041,34,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS']]",0.029411764705882353,3.8746853990735177,es
5,CARMEN-I_IA_ANTECEDENTES_106.txt,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.9822002589991666,46,"[['EDAD_SUJETO_ASISTENCIA', 'PAIS', 'TERRITORIO', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'PAIS', 'CALLE', 'FECHAS', 'FECHAS', 'FECHAS']]",0.021739130434782608,3.320789206283766,es
6,CARMEN-I_IA_ANTECEDENTES_108.txt,1.0,1.0,1.0,1.000000000000001,4,"[['EDAD_SUJETO_ASISTENCIA', 'PROFESION'], ['EDAD_SUJETO_ASISTENCIA', 'PROFESION']]",0.25,4.250000000000001,es
7,CARMEN-I_IA_ANTECEDENTES_109.txt,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9902068877965264,44,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS']]",0.022727272727272728,3.5129341605237996,bi
8,CARMEN-I_IA_ANTECEDENTES_11.txt,0.6,0.75,0.6666666666666665,0.9887856730558335,68,"[['EDAD_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'PROFESION', 'PROFESION']]",0.014705882352941176,3.020158222075441,es
9,CARMEN-I_IA_ANTECEDENTES_110.txt,1.0,0.8,0.888888888888889,0.9830117748727453,113,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'HOSPITAL', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'HOSPITAL', 'FECHAS']]",0.008849557522123894,3.680750221283758,es
10,CARMEN-I_IA_ANTECEDENTES_111.txt,1.0,0.9166666666666666,0.9565217391304348,0.9962657385893489,32,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'HOSPITAL', 'HOSPITAL', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'HOSPITAL', 'HOSPITAL', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS']]",0.03125,3.9007041443864505,es
11,CARMEN-I_IA_ANTECEDENTES_112.txt,1.0,0.8333333333333334,0.9090909090909091,0.9774308490846714,74,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'PAIS', 'TERRITORIO', 'FECHAS', 'PROFESION', 'FECHAS', 'PAIS', 'FECHAS', 'FECHAS', 'ID_SUJETO_ASISTENCIA', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'PAIS', 'TERRITORIO', 'FECHAS', 'PROFESION', 'FECHAS', 'PAIS', 'FECHAS', 'FECHAS', 'FECHAS']]",0.013513513513513514,3.7333686050224277,es
12,CARMEN-I_IA_ANTECEDENTES_113.txt,0.5294117647058824,0.6,0.5625,0.9514528093918948,0,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'HOSPITAL', 'NOMBRE_PERSONAL_SANITARIO', 'FECHAS', 'HOSPITAL', 'FECHAS', 'FECHAS', 'HOSPITAL', 'TERRITORIO', 'FECHAS', 'HOSPITAL', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'INSTITUCION', 'FECHAS', 'CENTRO_SALUD', 'PROFESION', 'NOMBRE_PERSONAL_SANITARIO', 'FECHAS', 'PROFESION', 'CENTRO_SALUD', 'FECHAS', 'FECHAS', 'CENTRO_SALUD', 'NOMBRE_PERSONAL_SANITARIO', 'FECHAS', 'CENTRO_SALUD', 'FECHAS', 'FECHAS']]",1.0,3.6433645740977774,es
13,CARMEN-I_IA_ANTECEDENTES_114.txt,0.8,0.5714285714285714,0.6666666666666666,0.9378377840548775,126,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'PAIS', 'TERRITORIO', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'PROFESION'], ['EDAD_SUJETO_ASISTENCIA', 'PAIS', 'EDAD_SUJETO_ASISTENCIA', 'TERRITORIO', 'PROFESION']]",0.007936507936507936,2.9838695300866234,es
14,CARMEN-I_IA_ANTECEDENTES_115.txt,1.0,0.75,0.8571428571428571,0.9960570270764494,32,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS']]",0.03125,3.6344498842193067,bi
15,CARMEN-I_IA_ANTECEDENTES_116.txt,0.7777777777777778,0.6363636363636364,0.7000000000000001,0.8979907181086959,117,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'PAIS', 'PAIS', 'FAMILIARES_SUJETO_ASISTENCIA', 'PAIS', 'FAMILIARES_SUJETO_ASISTENCIA', 'TERRITORIO', 'PROFESION', 'PAIS'], ['EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'PAIS', 'PAIS', 'FECHAS', 'PAIS', 'CALLE', 'PROFESION', 'PAIS']]",0.008547008547008548,3.0206791407971183,es
16,CARMEN-I_IA_ANTECEDENTES_117.txt,0.5714285714285714,0.4,0.47058823529411764,0.8967085404240449,186,"[['FAMILIARES_SUJETO_ASISTENCIA', 'TERRITORIO', 'PAIS', 'PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'HOSPITAL'], ['PAIS', 'PAIS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'HOSPITAL']]",0.005376344086021506,2.3441016912327552,es
