,filename,precision,recall,f1,cosine_sim,levenshtein_distance,labels,inv_levenshtein,overall,language
0,CARMEN-I_CC_1.txt,0.6666666666666666,0.75,0.7058823529411765,0.9357830726494106,0,"[['PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'OTROS_SUJETO_ASISTENCIA'], ['PROFESION', 'OTROS_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'OTROS_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'INSTITUCION', 'INSTITUCION']]",1.0,4.058332092257254,es
1,CARMEN-I_CC_2.txt,0.7272727272727273,0.4,0.5161290322580645,0.9569385848656233,350,"[['FECHAS', 'INSTITUCION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'INSTITUCION', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'INSTITUCION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'NUMERO_IDENTIF'], ['FECHAS', 'EDAD_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS']]",0.002857142857142857,2.603197487253558,bi
2,CARMEN-I_CC_3.txt,0.5,0.3333333333333333,0.4,0.9912570015720051,61,"[['FECHAS', 'FECHAS', 'FECHAS'], ['FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS']]",0.01639344262295082,2.2409837775282893,es
3,CARMEN-I_CC_4.txt,1.0,0.8947368421052632,0.9444444444444444,0.9873348686298691,118,"[['PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['PROFESION', 'FECHAS', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS']]",0.00847457627118644,3.834990731450763,es
4,CARMEN-I_CC_5.txt,0.18888888888888888,0.7391304347826086,0.3008849557522124,0.36335368600796875,0,"[['PROFESION', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['PROFESION', 'OTROS_SUJETO_ASISTENCIA', 'CALLE', 'ANT_MED', 'ALERGIAS', 'FECHAS', 'FECHAS', 'SINTOMAS', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'FECHAS', 'NUMERO_TELEFONO', 'NUMERO_TELEFONO', 'FECHAS', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'FECHAS', 'FECHAS', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'FECHAS', 'FECHAS', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'FECHAS', 'FECHAS', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'FECHAS', 'SINTOMAS', 'FECHAS', 'FECHAS', 'MEDICAMENTO', 'DOSE', 'FRECUENCIA', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'SINTOMAS', 'VALOR', 'FECHAS', 'SINTOMAS']]",1.0,2.5922579654316786,es
5,CARMEN-I_IA_ANTECEDENTES_1.txt,1.0,0.1875,0.3157894736842105,0.9207427407995231,221,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FAMILIARES_SUJETO_ASISTENCIA', 'FECHAS', 'FECHAS', 'FECHAS', 'OTROS_SUJETO_ASISTENCIA', 'HOSPITAL', 'FECHAS', 'HOSPITAL', 'FECHAS', 'FECHAS', 'HOSPITAL', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'HOSPITAL', 'HOSPITAL']]",0.004524886877828055,2.428557101361562,es
6,CARMEN-I_IA_ANTECEDENTES_10.txt,0.2,0.14285714285714285,0.16666666666666666,0.9107583767235211,84,"[['FECHAS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'PAIS', 'FAMILIARES_SUJETO_ASISTENCIA'], ['PAIS', 'TERRITORIO', 'TERRITORIO', 'TERRITORIO', 'TERRITORIO']]",0.011904761904761904,1.4321869481520926,es
7,CARMEN-I_IA_ANTECEDENTES_100.txt,1.0,0.09090909090909091,0.16666666666666669,0.8456793590216297,288,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'TERRITORIO', 'PAIS', 'PAIS', 'FECHAS', 'FECHAS', 'FECHAS', 'PAIS', 'HOSPITAL', 'NOMBRE_PERSONAL_SANITARIO', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'PAIS']]",0.003472222222222222,2.1067273388196095,es
8,CARMEN-I_IA_ANTECEDENTES_101.txt,1.0,0.02,0.0392156862745098,0.5367117853353787,641,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'FECHAS', 'HOSPITAL', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA']]",0.0015600624024961,1.5974875340123846,es
9,CARMEN-I_IA_ANTECEDENTES_103.txt,0.375,0.42857142857142855,0.39999999999999997,0.7361078968037279,0,"[['SEXO_SUJETO_ASISTENCIA', 'EDAD_SUJETO_ASISTENCIA', 'PROFESION', 'FECHAS', 'FECHAS', 'FECHAS', 'FECHAS'], ['EDAD_SUJETO_ASISTENCIA', 'PROFESION', 'FECHAS', 'NUMERO', 'NUMERO', 'NUMERO', 'NUMERO', 'NUMERO']]",1.0,2.9396793253751565,es
