INSTITUCION,13,21,H. COVID
FECHAS,31,36,08/05
FECHAS,739,744,10/08
FECHAS,2803,2807,30/6
FECHAS,2849,2852,8/7
FECHAS,2855,2859,15/7
FECHAS,2909,2914,31/07
FECHAS,2946,2951,08/05
FECHAS,2975,2980,06/08
FECHAS,3025,3035,03/08/2019
FECHAS,3627,3637,11/08/2019
FECHAS,4360,4364,12/6
FECHAS,4383,4387,25/6
HOSPITAL,4388,4407,H Virgen del Carmen
FECHAS,4409,4413,30/6
HOSPITAL,4415,4426,H.Isabel II
FECHAS,4437,4450,frotis:*26/02
HOSPITAL,4461,4480,HOSPITAL MONTSERRAT
FECHAS,4484,4489,31/07
FECHAS,4529,4533,26/6
FECHAS,4552,4560,26/06/19
FECHAS,4585,4593,06/07/19
FECHAS,4615,4622,17/4/19
INSTITUCION,4730,4742,Centro COVID
